review_id,customer_id,product_id,rating,comment,review_date
171,444,108,4,Perfect in every way. Worth every penny!,2023-04-30
172,26,728,5,Highly recommend! Excellent quality.,2023-01-21
173,878,605,2,Poor quality and doesn't work as described.,2023-08-28
174,620,1190,5,Absolutely love it! Exceeded my expectations.,2023-11-28
175,575,826,2,Very disappointed with this purchase.,2023-02-01
176,250,374,4,Perfect in every way. Worth every penny!,2023-07-07
177,570,125,4,Perfect in every way. Worth every penny!,2023-04-18
178,853,327,5,Perfect in every way. Worth every penny!,2023-10-21
179,567,221,5,Perfect in every way. Worth every penny!,2023-03-16
180,130,1392,4,Perfect in every way. Worth every penny!,2023-04-20
181,155,687,3,"Good product overall, but has some minor issues.",2023-08-10
182,158,1319,3,"Works as expected, nothing special though.",2023-07-20
183,217,270,3,"Works as expected, nothing special though.",2023-03-24
184,574,510,5,Perfect in every way. Worth every penny!,2023-02-02
185,268,1232,5,Highly recommend! Excellent quality.,2023-11-07
186,12,593,3,"Works as expected, nothing special though.",2023-01-12
187,226,377,5,Highly recommend! Excellent quality.,2023-02-01
188,524,90,3,"Good product overall, but has some minor issues.",2023-12-04
189,310,1047,3,"Good product overall, but has some minor issues.",2023-04-17
190,870,211,4,Highly recommend! Excellent quality.,2023-04-29
191,692,945,5,Highly recommend! Excellent quality.,2023-08-22
192,477,1131,3,"Works as expected, nothing special though.",2023-07-27
193,735,259,4,Highly recommend! Excellent quality.,2023-05-17
194,584,805,4,Highly recommend! Excellent quality.,2023-01-25
195,402,704,3,"Good product overall, but has some minor issues.",2023-08-27
196,478,144,2,Very disappointed with this purchase.,2023-02-15
197,523,680,4,Highly recommend! Excellent quality.,2023-03-04
198,148,897,5,Absolutely love it! Exceeded my expectations.,2023-05-13
199,598,816,3,"Good product overall, but has some minor issues.",2023-11-22
200,171,222,3,"Works as expected, nothing special though.",2023-12-02
201,472,472,5,Absolutely love it! Exceeded my expectations.,2023-06-12
202,639,363,1,Very disappointed with this purchase.,2023-02-22
203,90,216,3,"Works as expected, nothing special though.",2023-03-16
204,128,289,4,Perfect in every way. Worth every penny!,2023-11-03
205,920,374,2,Poor quality and doesn't work as described.,2023-07-22
206,605,361,5,Perfect in every way. Worth every penny!,2023-12-11
207,254,67,4,Absolutely love it! Exceeded my expectations.,2023-06-17
208,808,393,1,Poor quality and doesn't work as described.,2023-12-09
209,670,445,5,Highly recommend! Excellent quality.,2023-12-02
210,233,371,4,Highly recommend! Excellent quality.,2023-10-10
211,509,416,3,"Works as expected, nothing special though.",2023-06-25
212,354,240,4,Perfect in every way. Worth every penny!,2023-11-11
213,3,1174,4,Absolutely love it! Exceeded my expectations.,2023-02-13
214,20,188,3,"Works as expected, nothing special though.",2023-03-25
215,196,438,5,Absolutely love it! Exceeded my expectations.,2023-03-03
216,964,503,4,Highly recommend! Excellent quality.,2023-09-21
217,123,670,3,"Good product overall, but has some minor issues.",2023-05-16
218,136,460,4,Perfect in every way. Worth every penny!,2023-04-21
219,257,94,1,Poor quality and doesn't work as described.,2023-05-25
220,508,1027,3,"Works as expected, nothing special though.",2023-12-08
221,200,808,3,"Works as expected, nothing special though.",2023-06-22
222,864,688,5,Absolutely love it! Exceeded my expectations.,2023-12-03
223,464,899,5,Perfect in every way. Worth every penny!,2023-03-27
224,190,1196,5,Perfect in every way. Worth every penny!,2023-06-03
225,941,663,2,Very disappointed with this purchase.,2023-07-02
226,511,170,4,Perfect in every way. Worth every penny!,2023-08-13
227,598,30,4,Absolutely love it! Exceeded my expectations.,2023-01-21
228,22,787,4,Absolutely love it! Exceeded my expectations.,2023-10-20
229,591,463,4,Perfect in every way. Worth every penny!,2023-02-11
230,561,640,5,Perfect in every way. Worth every penny!,2023-04-16
231,362,1032,3,"Good product overall, but has some minor issues.",2023-12-24
232,203,839,5,Absolutely love it! Exceeded my expectations.,2023-05-19
233,236,101,4,Absolutely love it! Exceeded my expectations.,2023-08-24
234,848,1340,3,"Works as expected, nothing special though.",2023-01-22
235,204,465,4,Absolutely love it! Exceeded my expectations.,2023-11-06
236,619,429,5,Absolutely love it! Exceeded my expectations.,2023-08-25
237,109,38,3,"Works as expected, nothing special though.",2023-06-03
238,840,621,3,"Good product overall, but has some minor issues.",2023-10-19
239,403,1218,3,"Good product overall, but has some minor issues.",2023-06-18
240,71,415,5,Perfect in every way. Worth every penny!,2023-08-22
241,183,1193,5,Perfect in every way. Worth every penny!,2023-04-16
242,640,1287,4,Perfect in every way. Worth every penny!,2023-02-20
243,472,452,5,Perfect in every way. Worth every penny!,2023-12-14
244,150,1244,2,Very disappointed with this purchase.,2023-12-24
245,869,1136,5,Absolutely love it! Exceeded my expectations.,2023-12-07
246,85,62,3,"Good product overall, but has some minor issues.",2023-11-18
247,853,1220,5,Absolutely love it! Exceeded my expectations.,2023-09-07
248,5,928,5,Perfect in every way. Worth every penny!,2023-06-01
249,772,1074,3,"Good product overall, but has some minor issues.",2023-03-05
250,595,227,5,Highly recommend! Excellent quality.,2023-04-11
251,710,416,4,Highly recommend! Excellent quality.,2023-11-15
252,491,1348,3,"Good product overall, but has some minor issues.",2023-06-26
253,749,852,4,Absolutely love it! Exceeded my expectations.,2023-11-23
254,871,374,4,Absolutely love it! Exceeded my expectations.,2023-01-07
255,13,212,1,Poor quality and doesn't work as described.,2023-02-21
256,806,1392,5,Absolutely love it! Exceeded my expectations.,2023-12-07
257,490,1163,4,Perfect in every way. Worth every penny!,2023-12-21
258,666,1384,4,Perfect in every way. Worth every penny!,2023-03-10
259,617,1323,3,"Good product overall, but has some minor issues.",2023-05-17
260,406,333,3,"Works as expected, nothing special though.",2023-11-01
261,198,768,3,"Good product overall, but has some minor issues.",2023-06-08
262,859,1263,4,Perfect in every way. Worth every penny!,2023-06-15
263,185,41,3,"Works as expected, nothing special though.",2023-08-20
264,808,337,3,"Good product overall, but has some minor issues.",2023-03-13
265,360,383,3,"Works as expected, nothing special though.",2023-01-26
266,486,480,4,Highly recommend! Excellent quality.,2023-03-08
267,733,637,5,Highly recommend! Excellent quality.,2023-03-23
268,686,1368,5,Highly recommend! Excellent quality.,2023-03-18
269,655,363,4,Highly recommend! Excellent quality.,2023-04-09
270,313,776,3,"Works as expected, nothing special though.",2023-03-29
271,259,526,1,Poor quality and doesn't work as described.,2023-11-05
272,409,1218,5,Perfect in every way. Worth every penny!,2023-11-07
273,24,513,4,Perfect in every way. Worth every penny!,2023-03-04
274,982,1243,5,Absolutely love it! Exceeded my expectations.,2023-05-07
275,350,303,4,Absolutely love it! Exceeded my expectations.,2023-10-13
276,261,921,4,Absolutely love it! Exceeded my expectations.,2023-09-01
277,834,914,2,Very disappointed with this purchase.,2023-05-16
278,687,969,5,Perfect in every way. Worth every penny!,2023-11-01
279,464,796,3,"Works as expected, nothing special though.",2023-10-13
280,304,1272,2,Poor quality and doesn't work as described.,2023-11-02
281,134,557,1,Very disappointed with this purchase.,2023-05-19
282,480,761,3,"Good product overall, but has some minor issues.",2023-01-24
283,932,1375,5,Perfect in every way. Worth every penny!,2023-10-01
284,574,427,4,Perfect in every way. Worth every penny!,2023-10-10
285,869,615,4,Perfect in every way. Worth every penny!,2023-12-18
286,54,1238,2,Very disappointed with this purchase.,2023-11-21
287,475,1097,5,Perfect in every way. Worth every penny!,2023-03-04
288,332,567,4,Perfect in every way. Worth every penny!,2023-02-07
289,96,1383,3,"Works as expected, nothing special though.",2023-12-08
290,598,581,2,Very disappointed with this purchase.,2023-09-03
291,242,1098,5,Absolutely love it! Exceeded my expectations.,2023-12-15
292,114,419,4,Highly recommend! Excellent quality.,2023-05-15
293,556,62,4,Absolutely love it! Exceeded my expectations.,2023-01-18
294,306,1111,4,Highly recommend! Excellent quality.,2023-10-10
295,343,1363,4,Absolutely love it! Exceeded my expectations.,2023-03-30
296,318,1273,5,Absolutely love it! Exceeded my expectations.,2023-04-15
297,648,1122,2,Poor quality and doesn't work as described.,2023-05-23
298,252,1274,3,"Works as expected, nothing special though.",2023-10-19
299,233,398,4,Absolutely love it! Exceeded my expectations.,2023-11-24
300,270,521,3,"Good product overall, but has some minor issues.",2023-11-15
301,89,1116,3,"Good product overall, but has some minor issues.",2023-06-08
302,88,324,3,"Good product overall, but has some minor issues.",2023-05-08
303,261,1252,5,Perfect in every way. Worth every penny!,2023-05-30
304,889,379,2,Poor quality and doesn't work as described.,2023-11-09
305,543,829,3,"Good product overall, but has some minor issues.",2023-07-05
306,780,119,3,"Good product overall, but has some minor issues.",2023-10-31
307,679,1369,2,Poor quality and doesn't work as described.,2023-07-28
308,496,437,3,"Good product overall, but has some minor issues.",2023-12-07
309,672,313,3,"Works as expected, nothing special though.",2023-08-16
310,375,787,5,Absolutely love it! Exceeded my expectations.,2023-12-23
311,735,464,4,Highly recommend! Excellent quality.,2023-08-03
312,793,861,4,Highly recommend! Excellent quality.,2023-01-11
313,320,677,5,Perfect in every way. Worth every penny!,2023-03-16
314,382,655,3,"Works as expected, nothing special though.",2023-11-04
315,485,2,3,"Good product overall, but has some minor issues.",2023-01-06
316,217,924,3,"Good product overall, but has some minor issues.",2023-05-15
317,232,1229,3,"Works as expected, nothing special though.",2023-08-29
318,562,1149,4,Highly recommend! Excellent quality.,2023-06-09
319,856,108,3,"Good product overall, but has some minor issues.",2023-03-31
320,16,1384,4,Perfect in every way. Worth every penny!,2023-09-23
321,20,117,4,Perfect in every way. Worth every penny!,2023-07-15
322,26,1059,3,"Works as expected, nothing special though.",2023-12-04
323,955,135,3,"Good product overall, but has some minor issues.",2023-03-08
324,57,1145,3,"Good product overall, but has some minor issues.",2023-01-21
325,971,325,3,"Good product overall, but has some minor issues.",2023-09-16
326,435,709,3,"Good product overall, but has some minor issues.",2023-11-17
327,891,156,3,"Works as expected, nothing special though.",2023-03-30
328,688,258,3,"Works as expected, nothing special though.",2023-06-23
329,584,36,3,"Good product overall, but has some minor issues.",2023-03-21
330,850,226,3,"Works as expected, nothing special though.",2023-03-09
331,808,975,5,Highly recommend! Excellent quality.,2023-11-14
332,240,972,2,Very disappointed with this purchase.,2023-11-25
333,250,688,3,"Good product overall, but has some minor issues.",2023-09-18
334,436,1187,4,Absolutely love it! Exceeded my expectations.,2023-01-02
335,156,436,3,"Good product overall, but has some minor issues.",2023-01-10
336,872,496,5,Highly recommend! Excellent quality.,2023-01-04
337,22,809,3,"Good product overall, but has some minor issues.",2023-07-28
338,514,1306,4,Absolutely love it! Exceeded my expectations.,2023-04-13
339,820,1058,5,Perfect in every way. Worth every penny!,2023-01-05
340,198,438,5,Absolutely love it! Exceeded my expectations.,2023-12-21
341,725,363,3,"Works as expected, nothing special though.",2023-01-05
342,14,416,3,"Works as expected, nothing special though.",2023-03-09
343,747,1089,3,"Good product overall, but has some minor issues.",2023-12-15
344,550,973,4,Highly recommend! Excellent quality.,2023-09-19
345,417,1062,5,Absolutely love it! Exceeded my expectations.,2023-08-11
346,848,716,3,"Works as expected, nothing special though.",2023-03-01
347,803,1043,5,Highly recommend! Excellent quality.,2023-08-29
348,286,136,5,Perfect in every way. Worth every penny!,2023-02-09
349,297,877,3,"Good product overall, but has some minor issues.",2023-12-26
350,381,1123,3,"Good product overall, but has some minor issues.",2023-06-27
351,334,1015,3,"Works as expected, nothing special though.",2023-10-09
352,372,604,3,"Good product overall, but has some minor issues.",2023-03-12
353,72,808,5,Highly recommend! Excellent quality.,2023-11-26
354,30,17,5,Highly recommend! Excellent quality.,2023-02-26
355,107,1299,3,"Good product overall, but has some minor issues.",2023-12-03
356,821,981,5,Perfect in every way. Worth every penny!,2023-07-03
357,650,913,4,Absolutely love it! Exceeded my expectations.,2023-12-17
358,87,498,4,Absolutely love it! Exceeded my expectations.,2023-06-30
359,638,483,4,Perfect in every way. Worth every penny!,2023-09-12
360,860,790,4,Perfect in every way. Worth every penny!,2023-09-20
361,14,1026,3,"Good product overall, but has some minor issues.",2023-01-25
362,959,794,3,"Good product overall, but has some minor issues.",2023-11-04
363,84,1347,3,"Good product overall, but has some minor issues.",2023-05-24
364,255,194,3,"Good product overall, but has some minor issues.",2023-08-27
365,778,889,4,Absolutely love it! Exceeded my expectations.,2023-09-08
366,544,243,5,Perfect in every way. Worth every penny!,2023-06-03
367,506,369,4,Perfect in every way. Worth every penny!,2023-01-09
368,665,515,4,Highly recommend! Excellent quality.,2023-09-10
369,65,925,4,Perfect in every way. Worth every penny!,2023-11-24
370,485,265,4,Absolutely love it! Exceeded my expectations.,2023-10-11
371,636,36,3,"Good product overall, but has some minor issues.",2023-10-20
372,720,1081,5,Perfect in every way. Worth every penny!,2023-09-28
373,727,1059,4,Highly recommend! Excellent quality.,2023-02-24
374,874,992,5,Absolutely love it! Exceeded my expectations.,2023-12-28
375,272,637,3,"Works as expected, nothing special though.",2023-11-28
376,333,1147,4,Highly recommend! Excellent quality.,2023-01-04
377,311,400,3,"Good product overall, but has some minor issues.",2023-05-18
378,26,469,4,Absolutely love it! Exceeded my expectations.,2023-02-20
379,852,1366,3,"Good product overall, but has some minor issues.",2023-12-26
380,174,1331,1,Very disappointed with this purchase.,2023-10-02
381,494,1148,5,Absolutely love it! Exceeded my expectations.,2023-07-23
382,285,263,2,Poor quality and doesn't work as described.,2023-03-15
383,325,214,2,Very disappointed with this purchase.,2023-08-15
384,471,708,4,Absolutely love it! Exceeded my expectations.,2023-06-12
385,229,872,3,"Good product overall, but has some minor issues.",2023-11-30
386,426,239,4,Highly recommend! Excellent quality.,2023-11-20
387,309,1001,4,Perfect in every way. Worth every penny!,2023-11-21
388,170,854,4,Highly recommend! Excellent quality.,2023-12-02
389,338,428,4,Highly recommend! Excellent quality.,2023-05-30
390,972,138,4,Highly recommend! Excellent quality.,2023-12-03
391,100,722,5,Highly recommend! Excellent quality.,2023-07-27
392,573,652,4,Highly recommend! Excellent quality.,2023-05-31
393,351,728,2,Very disappointed with this purchase.,2023-06-12
394,523,1243,4,Absolutely love it! Exceeded my expectations.,2023-01-08
395,777,391,3,"Works as expected, nothing special though.",2023-01-08
396,443,839,3,"Works as expected, nothing special though.",2023-11-24
397,668,159,4,Highly recommend! Excellent quality.,2023-09-28
398,588,394,3,"Works as expected, nothing special though.",2023-02-24
399,952,163,3,"Good product overall, but has some minor issues.",2023-03-11
400,903,917,3,"Works as expected, nothing special though.",2023-12-03
401,155,1371,4,Perfect in every way. Worth every penny!,2023-10-11
402,515,903,4,Perfect in every way. Worth every penny!,2023-02-14
403,523,220,3,"Works as expected, nothing special though.",2023-12-11
404,691,176,5,Highly recommend! Excellent quality.,2023-08-24
405,56,46,3,"Good product overall, but has some minor issues.",2023-12-10
406,421,777,4,Perfect in every way. Worth every penny!,2023-01-30
407,518,527,4,Absolutely love it! Exceeded my expectations.,2023-10-08
408,505,882,4,Absolutely love it! Exceeded my expectations.,2023-05-07
409,143,236,5,Absolutely love it! Exceeded my expectations.,2023-08-23
410,156,1009,4,Highly recommend! Excellent quality.,2023-04-14
411,791,733,4,Perfect in every way. Worth every penny!,2023-08-31
412,361,798,5,Absolutely love it! Exceeded my expectations.,2023-10-06
413,364,105,5,Highly recommend! Excellent quality.,2023-03-09
414,668,335,4,Perfect in every way. Worth every penny!,2023-02-04
415,25,1347,5,Highly recommend! Excellent quality.,2023-05-18
416,100,1189,4,Highly recommend! Excellent quality.,2023-12-25
417,269,313,5,Perfect in every way. Worth every penny!,2023-07-16
418,400,40,1,Very disappointed with this purchase.,2023-09-30
419,568,897,3,"Works as expected, nothing special though.",2023-01-13
420,178,811,5,Absolutely love it! Exceeded my expectations.,2023-05-29
421,271,636,3,"Works as expected, nothing special though.",2023-08-24
422,734,1097,3,"Works as expected, nothing special though.",2023-07-30
423,985,882,3,"Good product overall, but has some minor issues.",2023-05-04
424,97,1054,3,"Works as expected, nothing special though.",2023-10-20
425,753,672,2,Poor quality and doesn't work as described.,2023-08-30
426,247,154,5,Absolutely love it! Exceeded my expectations.,2023-05-30
427,941,308,5,Absolutely love it! Exceeded my expectations.,2023-10-22
428,728,844,5,Highly recommend! Excellent quality.,2023-12-17
429,610,1192,2,Very disappointed with this purchase.,2023-04-02
430,168,344,4,Absolutely love it! Exceeded my expectations.,2023-12-28
431,916,885,5,Absolutely love it! Exceeded my expectations.,2023-10-02
432,589,838,2,Poor quality and doesn't work as described.,2023-12-17
433,683,655,3,"Works as expected, nothing special though.",2023-09-29
434,381,521,4,Highly recommend! Excellent quality.,2023-09-20
435,679,344,3,"Good product overall, but has some minor issues.",2023-12-01
436,567,514,4,Absolutely love it! Exceeded my expectations.,2023-03-20
437,570,31,4,Perfect in every way. Worth every penny!,2023-01-07
438,566,1265,4,Absolutely love it! Exceeded my expectations.,2023-09-07
439,463,1261,5,Absolutely love it! Exceeded my expectations.,2023-02-20
440,823,784,4,Perfect in every way. Worth every penny!,2023-01-04
441,170,291,4,Perfect in every way. Worth every penny!,2023-07-25
442,868,89,5,Highly recommend! Excellent quality.,2023-01-16
443,489,770,3,"Good product overall, but has some minor issues.",2023-07-02
444,754,449,4,Absolutely love it! Exceeded my expectations.,2023-01-11
445,88,1150,3,"Works as expected, nothing special though.",2023-01-31
446,111,693,5,Highly recommend! Excellent quality.,2023-11-24
447,642,216,3,"Works as expected, nothing special though.",2023-12-13
448,230,16,3,"Good product overall, but has some minor issues.",2023-01-17
449,509,773,2,Poor quality and doesn't work as described.,2023-10-23
