review_id,customer_id,product_id,rating,comment,review_date
91,763,93,5,Absolutely love it! Exceeded my expectations.,2023-11-21
92,588,55,2,Very disappointed with this purchase.,2023-05-09
93,477,884,3,"Good product overall, but has some minor issues.",2023-01-31
94,246,416,3,"Good product overall, but has some minor issues.",2023-09-25
95,852,245,5,Absolutely love it! Exceeded my expectations.,2023-08-13
96,129,216,4,Absolutely love it! Exceeded my expectations.,2023-10-07
97,779,215,5,Absolutely love it! Exceeded my expectations.,2023-05-14
98,83,283,4,Highly recommend! Excellent quality.,2023-08-28
99,204,404,4,Perfect in every way. Worth every penny!,2023-10-06
100,457,699,3,"Works as expected, nothing special though.",2023-10-02
101,905,135,3,"Good product overall, but has some minor issues.",2023-04-28
102,521,661,3,"Works as expected, nothing special though.",2023-09-05
103,122,387,2,Poor quality and doesn't work as described.,2023-04-15
104,909,522,3,"Good product overall, but has some minor issues.",2023-03-07
105,413,1043,3,"Works as expected, nothing special though.",2023-05-12
106,733,400,5,Highly recommend! Excellent quality.,2023-07-17
107,400,1042,5,Absolutely love it! Exceeded my expectations.,2023-05-11
108,545,457,3,"Good product overall, but has some minor issues.",2023-07-20
109,444,474,3,"Works as expected, nothing special though.",2023-07-11
110,669,295,2,Poor quality and doesn't work as described.,2023-05-25
111,946,1006,5,Perfect in every way. Worth every penny!,2023-05-14
112,730,1128,4,Highly recommend! Excellent quality.,2023-04-14
113,115,971,3,"Works as expected, nothing special though.",2023-10-24
114,289,1020,4,Perfect in every way. Worth every penny!,2023-05-16
115,15,550,3,"Works as expected, nothing special though.",2023-03-10
116,863,856,5,Perfect in every way. Worth every penny!,2023-01-15
117,454,951,5,Absolutely love it! Exceeded my expectations.,2023-12-06
118,522,814,5,Highly recommend! Excellent quality.,2023-03-19
119,215,1005,3,"Works as expected, nothing special though.",2023-01-14
120,51,1065,4,Highly recommend! Excellent quality.,2023-01-19
121,308,346,3,"Good product overall, but has some minor issues.",2023-03-22
122,147,1075,5,Perfect in every way. Worth every penny!,2023-03-09
123,155,265,5,Perfect in every way. Worth every penny!,2023-09-02
124,317,1019,4,Perfect in every way. Worth every penny!,2023-08-10
125,727,787,3,"Good product overall, but has some minor issues.",2023-11-08
126,871,925,5,Highly recommend! Excellent quality.,2023-01-01
127,24,1118,3,"Works as expected, nothing special though.",2023-01-06
128,899,905,3,"Works as expected, nothing special though.",2023-08-01
129,958,521,5,Absolutely love it! Exceeded my expectations.,2023-02-21
130,773,795,4,Highly recommend! Excellent quality.,2023-06-11
131,146,1077,3,"Works as expected, nothing special though.",2023-02-18
132,725,231,4,Perfect in every way. Worth every penny!,2023-05-26
133,424,152,1,Very disappointed with this purchase.,2023-05-24
134,400,373,3,"Good product overall, but has some minor issues.",2023-01-14
135,61,157,1,Poor quality and doesn't work as described.,2023-07-16
136,147,950,4,Absolutely love it! Exceeded my expectations.,2023-05-21
137,683,91,5,Perfect in every way. Worth every penny!,2023-01-03
138,290,1120,3,"Good product overall, but has some minor issues.",2023-10-08
139,250,439,2,Poor quality and doesn't work as described.,2023-08-29
140,177,746,3,"Works as expected, nothing special though.",2023-07-11
141,630,357,5,Absolutely love it! Exceeded my expectations.,2023-02-28
142,748,559,5,Highly recommend! Excellent quality.,2023-02-21
143,883,198,3,"Works as expected, nothing special though.",2023-05-31
144,448,530,3,"Good product overall, but has some minor issues.",2023-11-13
145,530,499,2,Poor quality and doesn't work as described.,2023-01-06
146,290,212,4,Absolutely love it! Exceeded my expectations.,2023-07-22
147,763,427,3,"Good product overall, but has some minor issues.",2023-07-07
148,463,539,3,"Good product overall, but has some minor issues.",2023-12-18
149,300,1052,5,Perfect in every way. Worth every penny!,2023-02-10
150,803,988,2,Poor quality and doesn't work as described.,2023-11-18
151,160,849,4,Absolutely love it! Exceeded my expectations.,2023-08-05
152,337,761,4,Highly recommend! Excellent quality.,2023-07-19
153,624,934,4,Perfect in every way. Worth every penny!,2023-11-23
154,914,797,4,Absolutely love it! Exceeded my expectations.,2023-06-04
155,217,891,3,"Good product overall, but has some minor issues.",2023-05-07
156,433,425,3,"Works as expected, nothing special though.",2023-09-25
157,118,701,4,Highly recommend! Excellent quality.,2023-10-13
158,320,720,3,"Good product overall, but has some minor issues.",2023-01-19
159,579,603,3,"Good product overall, but has some minor issues.",2023-01-08
160,379,1075,4,Highly recommend! Excellent quality.,2023-11-14
161,118,1096,2,Very disappointed with this purchase.,2023-10-07
162,473,114,4,Perfect in every way. Worth every penny!,2023-04-26
163,25,951,4,Highly recommend! Excellent quality.,2023-02-04
164,668,982,3,"Good product overall, but has some minor issues.",2023-02-02
165,768,1085,4,Highly recommend! Excellent quality.,2023-02-22
166,785,265,2,Poor quality and doesn't work as described.,2023-05-05
167,636,200,2,Poor quality and doesn't work as described.,2023-11-19
168,752,1063,5,Highly recommend! Excellent quality.,2023-05-28
169,339,786,4,Highly recommend! Excellent quality.,2023-05-18
170,583,691,4,Perfect in every way. Worth every penny!,2023-10-10
171,440,166,5,Highly recommend! Excellent quality.,2023-10-17
172,441,672,1,Poor quality and doesn't work as described.,2023-04-02
173,279,244,3,"Good product overall, but has some minor issues.",2023-06-25
174,352,767,5,Perfect in every way. Worth every penny!,2023-01-05
175,36,273,4,Absolutely love it! Exceeded my expectations.,2023-04-27
176,664,1166,5,Perfect in every way. Worth every penny!,2023-12-24
177,829,353,4,Highly recommend! Excellent quality.,2023-04-24
178,448,584,5,Highly recommend! Excellent quality.,2023-04-28
179,968,134,2,Poor quality and doesn't work as described.,2023-11-19
180,431,572,2,Poor quality and doesn't work as described.,2023-12-01
181,288,1122,5,Absolutely love it! Exceeded my expectations.,2023-11-03
182,234,935,4,Absolutely love it! Exceeded my expectations.,2023-07-27
183,960,1120,4,Absolutely love it! Exceeded my expectations.,2023-01-20
184,175,1059,4,Absolutely love it! Exceeded my expectations.,2023-03-16
185,877,65,3,"Good product overall, but has some minor issues.",2023-02-28
186,613,828,4,Perfect in every way. Worth every penny!,2023-05-02
187,578,463,3,"Good product overall, but has some minor issues.",2023-07-24
188,351,309,4,Absolutely love it! Exceeded my expectations.,2023-05-03
189,310,766,3,"Good product overall, but has some minor issues.",2023-06-26
190,764,586,2,Very disappointed with this purchase.,2023-01-03
191,514,1068,2,Very disappointed with this purchase.,2023-09-12
192,315,48,4,Highly recommend! Excellent quality.,2023-05-15
193,371,89,3,"Works as expected, nothing special though.",2023-09-09
194,8,716,3,"Works as expected, nothing special though.",2023-12-14
195,537,687,5,Highly recommend! Excellent quality.,2023-08-10
196,277,17,4,Absolutely love it! Exceeded my expectations.,2023-03-05
197,196,479,5,Highly recommend! Excellent quality.,2023-08-07
198,149,472,5,Highly recommend! Excellent quality.,2023-03-25
199,679,558,3,"Works as expected, nothing special though.",2023-06-24
200,168,738,2,Poor quality and doesn't work as described.,2023-05-22
201,947,368,5,Highly recommend! Excellent quality.,2023-05-20
202,649,42,1,Poor quality and doesn't work as described.,2023-03-15
203,5,842,3,"Works as expected, nothing special though.",2023-12-24
204,493,577,4,Perfect in every way. Worth every penny!,2023-08-05
205,588,152,2,Very disappointed with this purchase.,2023-09-21
206,90,720,5,Absolutely love it! Exceeded my expectations.,2023-12-02
207,750,302,5,Absolutely love it! Exceeded my expectations.,2023-07-25
208,602,626,3,"Works as expected, nothing special though.",2023-11-11
209,926,358,4,Highly recommend! Excellent quality.,2023-02-22
210,304,846,3,"Works as expected, nothing special though.",2023-04-11
211,842,745,3,"Works as expected, nothing special though.",2023-05-06
212,374,346,5,Absolutely love it! Exceeded my expectations.,2023-05-24
213,158,1099,3,"Works as expected, nothing special though.",2023-05-30
214,496,835,4,Absolutely love it! Exceeded my expectations.,2023-03-10
215,341,522,3,"Good product overall, but has some minor issues.",2023-04-08
216,558,923,4,Highly recommend! Excellent quality.,2023-03-05
217,469,336,5,Absolutely love it! Exceeded my expectations.,2023-08-10
218,775,73,3,"Works as expected, nothing special though.",2023-08-26
219,720,910,5,Highly recommend! Excellent quality.,2023-08-26
220,531,4,4,Absolutely love it! Exceeded my expectations.,2023-05-04
221,758,184,4,Absolutely love it! Exceeded my expectations.,2023-09-17
222,942,1047,3,"Works as expected, nothing special though.",2023-06-21
223,558,31,4,Absolutely love it! Exceeded my expectations.,2023-09-22
224,143,509,5,Perfect in every way. Worth every penny!,2023-04-14
225,417,671,5,Absolutely love it! Exceeded my expectations.,2023-04-29
226,229,736,3,"Good product overall, but has some minor issues.",2023-06-28
227,84,539,3,"Good product overall, but has some minor issues.",2023-02-22
228,183,751,4,Perfect in every way. Worth every penny!,2023-06-28
229,404,337,5,Perfect in every way. Worth every penny!,2023-11-23
230,54,142,4,Perfect in every way. Worth every penny!,2023-03-09
231,639,918,5,Highly recommend! Excellent quality.,2023-07-04
232,838,91,4,Highly recommend! Excellent quality.,2023-04-23
233,771,248,3,"Works as expected, nothing special though.",2023-07-24
234,799,13,5,Absolutely love it! Exceeded my expectations.,2023-02-15
235,686,849,2,Very disappointed with this purchase.,2023-01-28
236,782,515,5,Perfect in every way. Worth every penny!,2023-04-18
237,598,233,5,Perfect in every way. Worth every penny!,2023-02-02
238,440,170,5,Absolutely love it! Exceeded my expectations.,2023-04-19
239,92,521,4,Absolutely love it! Exceeded my expectations.,2023-11-13
240,626,698,4,Absolutely love it! Exceeded my expectations.,2023-08-13
241,404,467,4,Perfect in every way. Worth every penny!,2023-07-01
242,699,605,3,"Good product overall, but has some minor issues.",2023-06-11
243,727,413,5,Perfect in every way. Worth every penny!,2023-10-06
244,558,561,4,Perfect in every way. Worth every penny!,2023-10-08
245,317,976,2,Poor quality and doesn't work as described.,2023-12-31
246,569,693,5,Absolutely love it! Exceeded my expectations.,2023-06-17
247,470,502,3,"Works as expected, nothing special though.",2023-03-19
248,415,699,5,Absolutely love it! Exceeded my expectations.,2023-08-11
249,245,898,5,Absolutely love it! Exceeded my expectations.,2023-03-16
250,343,169,5,Absolutely love it! Exceeded my expectations.,2023-06-28
251,231,841,4,Absolutely love it! Exceeded my expectations.,2023-04-23
252,428,28,5,Absolutely love it! Exceeded my expectations.,2023-12-02
253,258,828,4,Absolutely love it! Exceeded my expectations.,2023-01-31
254,404,1114,2,Very disappointed with this purchase.,2023-10-28
255,182,797,5,Perfect in every way. Worth every penny!,2023-02-07
256,524,25,5,Absolutely love it! Exceeded my expectations.,2023-03-27
257,198,859,5,Perfect in every way. Worth every penny!,2023-11-14
258,218,237,4,Absolutely love it! Exceeded my expectations.,2023-08-17
259,386,362,4,Perfect in every way. Worth every penny!,2023-11-13
260,453,1132,3,"Works as expected, nothing special though.",2023-10-12
261,878,449,5,Absolutely love it! Exceeded my expectations.,2023-02-24
262,763,821,4,Highly recommend! Excellent quality.,2023-11-03
263,144,276,2,Very disappointed with this purchase.,2023-12-25
264,713,559,3,"Good product overall, but has some minor issues.",2023-05-22
265,742,218,3,"Good product overall, but has some minor issues.",2023-01-17
266,882,559,4,Perfect in every way. Worth every penny!,2023-05-25
267,511,805,4,Absolutely love it! Exceeded my expectations.,2023-11-11
268,24,799,3,"Good product overall, but has some minor issues.",2023-01-11
269,536,840,5,Absolutely love it! Exceeded my expectations.,2023-12-16
270,418,263,5,Highly recommend! Excellent quality.,2023-10-20
271,175,720,2,Poor quality and doesn't work as described.,2023-08-06
272,794,94,5,Highly recommend! Excellent quality.,2023-05-17
273,867,636,5,Absolutely love it! Exceeded my expectations.,2023-06-01
274,307,818,3,"Works as expected, nothing special though.",2023-01-20
275,796,578,5,Absolutely love it! Exceeded my expectations.,2023-02-25
276,407,460,3,"Works as expected, nothing special though.",2023-12-18
277,266,689,3,"Works as expected, nothing special though.",2023-05-22
278,903,415,4,Highly recommend! Excellent quality.,2023-07-26
279,633,295,3,"Good product overall, but has some minor issues.",2023-03-23
280,190,1015,5,Highly recommend! Excellent quality.,2023-05-15
281,672,861,5,Perfect in every way. Worth every penny!,2023-05-16
282,920,895,5,Absolutely love it! Exceeded my expectations.,2023-07-17
283,124,30,1,Poor quality and doesn't work as described.,2023-02-06
284,605,869,2,Poor quality and doesn't work as described.,2023-08-18
285,961,820,3,"Good product overall, but has some minor issues.",2023-06-28
286,725,1150,4,Highly recommend! Excellent quality.,2023-12-06
287,110,382,5,Perfect in every way. Worth every penny!,2023-07-07
288,731,297,2,Very disappointed with this purchase.,2023-08-17
289,590,738,4,Absolutely love it! Exceeded my expectations.,2023-02-08
290,959,743,5,Absolutely love it! Exceeded my expectations.,2023-05-02
291,527,1186,3,"Works as expected, nothing special though.",2023-09-02
292,32,109,4,Perfect in every way. Worth every penny!,2023-10-27
293,170,900,4,Absolutely love it! Exceeded my expectations.,2023-10-16
294,214,180,2,Poor quality and doesn't work as described.,2023-06-08
295,324,554,4,Perfect in every way. Worth every penny!,2023-05-09
296,122,82,2,Very disappointed with this purchase.,2023-04-20
297,173,487,5,Perfect in every way. Worth every penny!,2023-04-12
298,338,957,5,Highly recommend! Excellent quality.,2023-07-26
299,598,110,5,Highly recommend! Excellent quality.,2023-09-23
300,722,931,3,"Good product overall, but has some minor issues.",2023-10-12
301,744,513,4,Absolutely love it! Exceeded my expectations.,2023-09-22
302,959,478,5,Absolutely love it! Exceeded my expectations.,2023-06-29
303,696,336,4,Perfect in every way. Worth every penny!,2023-04-09
304,387,782,3,"Good product overall, but has some minor issues.",2023-06-05
305,44,415,4,Highly recommend! Excellent quality.,2023-09-08
306,824,1139,4,Highly recommend! Excellent quality.,2023-02-24
307,544,63,3,"Good product overall, but has some minor issues.",2023-04-04
308,255,493,3,"Works as expected, nothing special though.",2023-10-25
309,675,1115,5,Absolutely love it! Exceeded my expectations.,2023-05-24
310,895,566,2,Poor quality and doesn't work as described.,2023-01-05
311,353,1127,5,Perfect in every way. Worth every penny!,2023-04-14
312,426,684,5,Absolutely love it! Exceeded my expectations.,2023-02-09
313,40,846,3,"Good product overall, but has some minor issues.",2023-08-16
314,128,737,3,"Works as expected, nothing special though.",2023-11-07
315,312,576,2,Very disappointed with this purchase.,2023-04-27
316,568,865,3,"Works as expected, nothing special though.",2023-06-17
317,559,1,3,"Works as expected, nothing special though.",2023-06-08
318,622,510,3,"Good product overall, but has some minor issues.",2023-09-07
319,511,1014,3,"Works as expected, nothing special though.",2023-12-12
320,154,630,5,Absolutely love it! Exceeded my expectations.,2023-05-21
321,64,817,5,Highly recommend! Excellent quality.,2023-11-22
322,608,324,5,Absolutely love it! Exceeded my expectations.,2023-12-07
323,901,1167,5,Perfect in every way. Worth every penny!,2023-01-26
324,278,1021,5,Highly recommend! Excellent quality.,2023-08-06
325,133,340,2,Very disappointed with this purchase.,2023-01-02
326,131,292,3,"Good product overall, but has some minor issues.",2023-10-02
327,855,953,5,Absolutely love it! Exceeded my expectations.,2023-11-30
328,723,306,3,"Works as expected, nothing special though.",2023-05-29
329,440,30,4,Perfect in every way. Worth every penny!,2023-03-18
330,353,792,3,"Works as expected, nothing special though.",2023-12-27
331,307,469,4,Perfect in every way. Worth every penny!,2023-12-29
332,427,394,4,Absolutely love it! Exceeded my expectations.,2023-03-22
333,683,524,3,"Good product overall, but has some minor issues.",2023-03-16
334,100,23,4,Perfect in every way. Worth every penny!,2023-08-22
335,666,1061,5,Absolutely love it! Exceeded my expectations.,2023-04-09
336,42,718,5,Absolutely love it! Exceeded my expectations.,2023-08-11
337,218,658,2,Very disappointed with this purchase.,2023-03-14
338,459,525,4,Perfect in every way. Worth every penny!,2023-11-21
339,913,20,1,Poor quality and doesn't work as described.,2023-04-20
340,501,902,5,Highly recommend! Excellent quality.,2023-01-14
341,748,1105,5,Perfect in every way. Worth every penny!,2023-08-06
342,617,537,4,Absolutely love it! Exceeded my expectations.,2023-11-27
343,968,801,3,"Works as expected, nothing special though.",2023-11-27
344,82,1153,5,Perfect in every way. Worth every penny!,2023-03-29
345,24,1033,2,Poor quality and doesn't work as described.,2023-04-26
346,934,1147,4,Perfect in every way. Worth every penny!,2023-10-10
347,238,680,4,Perfect in every way. Worth every penny!,2023-09-12
348,242,325,4,Perfect in every way. Worth every penny!,2023-09-04
349,927,650,3,"Works as expected, nothing special though.",2023-07-03
350,212,991,3,"Works as expected, nothing special though.",2023-08-10
351,99,978,3,"Works as expected, nothing special though.",2023-03-03
352,422,528,4,Absolutely love it! Exceeded my expectations.,2023-02-06
353,365,607,1,Poor quality and doesn't work as described.,2023-02-24
354,614,1075,4,Absolutely love it! Exceeded my expectations.,2023-11-08
355,792,299,5,Highly recommend! Excellent quality.,2023-04-27
356,217,1086,4,Perfect in every way. Worth every penny!,2023-09-03
357,565,795,4,Highly recommend! Excellent quality.,2023-05-30
358,196,1185,3,"Good product overall, but has some minor issues.",2023-09-21
359,651,830,4,Absolutely love it! Exceeded my expectations.,2023-02-27
360,804,1025,4,Absolutely love it! Exceeded my expectations.,2023-09-14
361,559,856,4,Perfect in every way. Worth every penny!,2023-01-08
362,94,518,1,Poor quality and doesn't work as described.,2023-10-25
363,367,704,5,Absolutely love it! Exceeded my expectations.,2023-09-01
364,936,631,3,"Works as expected, nothing special though.",2023-11-20
365,488,538,2,Poor quality and doesn't work as described.,2023-01-30
366,743,754,5,Absolutely love it! Exceeded my expectations.,2023-08-24
367,582,465,3,"Good product overall, but has some minor issues.",2023-09-16
368,389,116,3,"Works as expected, nothing special though.",2023-12-01
369,562,1057,2,Poor quality and doesn't work as described.,2023-04-19
370,770,666,3,"Works as expected, nothing special though.",2023-12-20
371,241,93,4,Highly recommend! Excellent quality.,2023-10-25
372,299,560,5,Highly recommend! Excellent quality.,2023-04-20
373,716,289,2,Very disappointed with this purchase.,2023-06-21
374,807,777,4,Absolutely love it! Exceeded my expectations.,2023-09-05
375,579,655,4,Highly recommend! Excellent quality.,2023-08-31
376,400,211,5,Absolutely love it! Exceeded my expectations.,2023-03-13
377,593,1098,2,Poor quality and doesn't work as described.,2023-11-24
378,19,380,4,Absolutely love it! Exceeded my expectations.,2023-06-26
379,628,320,3,"Good product overall, but has some minor issues.",2023-07-20
380,583,25,5,Perfect in every way. Worth every penny!,2023-12-21
381,774,906,2,Poor quality and doesn't work as described.,2023-04-16
382,108,156,5,Highly recommend! Excellent quality.,2023-08-20
383,883,373,4,Highly recommend! Excellent quality.,2023-10-12
384,14,758,5,Absolutely love it! Exceeded my expectations.,2023-01-16
385,430,759,2,Poor quality and doesn't work as described.,2023-09-07
386,796,59,2,Very disappointed with this purchase.,2023-03-14
387,969,750,3,"Works as expected, nothing special though.",2023-06-20
388,678,404,4,Highly recommend! Excellent quality.,2023-08-01
389,580,315,5,Perfect in every way. Worth every penny!,2023-11-13
390,642,73,5,Absolutely love it! Exceeded my expectations.,2023-05-06
391,364,73,5,Highly recommend! Excellent quality.,2023-11-04
392,221,641,5,Perfect in every way. Worth every penny!,2023-09-08
393,790,173,3,"Good product overall, but has some minor issues.",2023-06-07
394,47,124,4,Highly recommend! Excellent quality.,2023-04-25
395,877,537,3,"Works as expected, nothing special though.",2023-11-11
396,334,724,2,Poor quality and doesn't work as described.,2023-11-02
397,913,927,1,Very disappointed with this purchase.,2023-05-21
398,958,1011,4,Perfect in every way. Worth every penny!,2023-05-10
399,117,645,2,Very disappointed with this purchase.,2023-10-08
400,264,810,4,Absolutely love it! Exceeded my expectations.,2023-06-04
401,23,715,3,"Good product overall, but has some minor issues.",2023-08-31
402,833,876,5,Perfect in every way. Worth every penny!,2023-05-02
403,233,1019,4,Perfect in every way. Worth every penny!,2023-03-05
404,442,261,2,Poor quality and doesn't work as described.,2023-07-26
405,294,579,5,Absolutely love it! Exceeded my expectations.,2023-09-18
406,311,556,5,Highly recommend! Excellent quality.,2023-03-09
407,298,771,4,Perfect in every way. Worth every penny!,2023-12-23
408,70,493,3,"Good product overall, but has some minor issues.",2023-06-02
409,75,1013,2,Very disappointed with this purchase.,2023-11-23
410,401,375,3,"Works as expected, nothing special though.",2023-09-21
411,707,283,4,Absolutely love it! Exceeded my expectations.,2023-01-06
412,520,900,5,Absolutely love it! Exceeded my expectations.,2023-06-06
413,196,1111,4,Highly recommend! Excellent quality.,2023-02-28
414,475,191,3,"Works as expected, nothing special though.",2023-06-29
415,271,489,2,Very disappointed with this purchase.,2023-08-16
416,835,1113,4,Absolutely love it! Exceeded my expectations.,2023-03-14
417,653,431,4,Perfect in every way. Worth every penny!,2023-09-26
418,34,331,1,Very disappointed with this purchase.,2023-02-05
419,322,1175,5,Absolutely love it! Exceeded my expectations.,2023-12-25
420,547,714,3,"Works as expected, nothing special though.",2023-05-26
421,417,879,2,Poor quality and doesn't work as described.,2023-06-03
422,827,706,3,"Good product overall, but has some minor issues.",2023-10-04
423,297,36,2,Poor quality and doesn't work as described.,2023-05-27
424,662,123,5,Absolutely love it! Exceeded my expectations.,2023-03-20
425,784,444,4,Highly recommend! Excellent quality.,2023-03-19
426,93,1126,4,Highly recommend! Excellent quality.,2023-05-29
427,40,1111,4,Highly recommend! Excellent quality.,2023-11-15
428,231,1168,4,Highly recommend! Excellent quality.,2023-07-03
429,960,582,4,Perfect in every way. Worth every penny!,2023-02-08
430,135,197,5,Absolutely love it! Exceeded my expectations.,2023-02-16
431,590,462,4,Perfect in every way. Worth every penny!,2023-09-05
432,192,494,2,Poor quality and doesn't work as described.,2023-05-08
433,202,691,4,Absolutely love it! Exceeded my expectations.,2023-06-17
434,953,315,3,"Good product overall, but has some minor issues.",2023-06-26
435,105,10,4,Perfect in every way. Worth every penny!,2023-11-18
436,732,319,5,Absolutely love it! Exceeded my expectations.,2023-12-19
437,803,1133,5,Absolutely love it! Exceeded my expectations.,2023-03-03
438,435,820,3,"Good product overall, but has some minor issues.",2023-07-01
439,776,71,5,Highly recommend! Excellent quality.,2023-01-04
440,613,920,2,Poor quality and doesn't work as described.,2023-11-05
441,901,92,5,Absolutely love it! Exceeded my expectations.,2023-12-05
442,233,635,3,"Works as expected, nothing special though.",2023-05-10
443,627,1031,4,Absolutely love it! Exceeded my expectations.,2023-05-21
444,21,414,5,Highly recommend! Excellent quality.,2023-01-25
445,164,975,3,"Good product overall, but has some minor issues.",2023-11-12
446,858,932,3,"Good product overall, but has some minor issues.",2023-10-29
447,891,254,3,"Good product overall, but has some minor issues.",2023-12-27
448,570,514,4,Absolutely love it! Exceeded my expectations.,2023-11-11
