product_id,name,category_id,brand,price,stock_quantity
258,Optimized disintermediate strategy,10,Anderson-Russell,263.97,618
259,Fundamental fault-tolerant functionalities,28,Gibson Inc,244.84,315
260,Laptop Max,12,Sony,58.86,926
261,Ameliorated 4thgeneration open system,19,Arroyo Ltd,93.12,456
262,Cross-group exuding leverage,21,Stone-Wright,208.24,855
263,User-centric exuding matrix,10,Butler Inc,140.6,706
264,Synergistic tangible Graphic Interface,25,Lopez Inc,397.37,836
265,Front-line user-facing installation,5,Garcia Group,114.63,392
266,Cloned hybrid hardware,8,Tran LLC,67.71,481
267,Balanced even-keeled artificial intelligence,14,"Foster, Castillo and Rodriguez",253.07,344
268,Jacket,13,Levi's,158.28,936
269,Robust next generation database,28,Gilbert-Walker,421.96,355
270,Stand-alone hybrid support,16,"Andersen, Lee and Murray",385.44,788
271,Enterprise-wide uniform help-desk,20,Li PLC,170.68,555
272,Fully-configurable fault-tolerant knowledge user,10,Benitez-Phillips,431.4,869
273,Optimized user-facing artificial intelligence,4,Morris and Sons,78.08,842
274,Re-contextualized regional analyzer,10,"Wilson, Burton and Yang",273.76,333
275,Optional web-enabled website,9,Duarte-Cannon,358.1,939
276,Smartphone,11,LG,368.36,169
277,Automated directional circuit,9,"Todd, Weber and Hamilton",108.76,837
278,Ergonomic grid-enabled strategy,14,Farrell Group,416.36,938
279,Customer-focused context-sensitive challenge,3,Shepard PLC,364.51,792
280,Advanced zero administration customer loyalty,25,Moody-Brown,337.75,501
281,Proactive bandwidth-monitored approach,3,Gordon Inc,162.83,160
282,T-Shirt,13,H&M,176.68,279
283,Re-engineered logistical analyzer,24,"Sanders, Sanchez and Murillo",346.42,874
284,Stand-alone bottom-line forecast,10,"Reyes, Rasmussen and Pham",359.22,105
285,Balanced directional Local Area Network,17,"West, Castillo and Ortiz",417.93,260
286,Expanded responsive groupware,8,Castro Group,149.91,917
287,Optimized fresh-thinking parallelism,20,Garcia-Nelson,116.42,288
288,Reduced empowering open system,4,Schneider LLC,132.73,794
289,Smartphone,1,Sony,321.92,299
290,Jacket,23,Adidas,124.8,962
291,Laptop Pro,11,Samsung,165.51,882
292,User-friendly analyzing initiative,25,"Mckay, Rush and Warren",397.68,928
293,Diverse background groupware,5,"Rosales, Edwards and Evans",463.67,961
294,Right-sized clear-thinking Internet solution,5,"Leonard, Arnold and Roberts",483.32,42
295,Centralized tangible open architecture,3,Bell-Morales,186.91,607
296,Managed high-level circuit,6,Trevino Inc,138.43,583
297,Function-based optimizing budgetary management,21,Crane-Fields,50.96,441
298,Operative zero administration installation,7,Heath-Cohen,183.93,897
299,Vision-oriented client-server encryption,21,Chapman Group,183.49,800
300,Dress,27,Levi's,213.55,486
301,Profound composite monitoring,6,Maldonado Group,88.03,107
302,Laptop Max,11,Samsung,436.17,980
303,Jeans,2,Adidas,476.3,218
304,Synergistic modular open system,26,Case LLC,275.77,601
305,Streamlined fault-tolerant projection,28,Wise LLC,130.61,413
306,Business-focused incremental hub,21,"Campbell, Perez and Perez",284.51,886
307,Jacket,23,Nike,281.89,704
308,Business-focused bi-directional productivity,24,Owen-Miller,475.74,928
309,Progressive analyzing encryption,25,"Thompson, Castillo and Mitchell",210.84,946
310,Ameliorated tertiary implementation,22,Harmon LLC,396.9,486
311,Optional next generation approach,6,Roberson Ltd,47.94,878
312,Reduced intangible projection,21,Robinson-Strickland,120.78,224
313,Distributed bifurcated attitude,22,"Reed, Scott and Barton",416.05,353
314,Synergized multi-state complexity,21,Dalton Ltd,354.88,431
315,Jeans,27,Levi's,464.58,903
316,Cross-group homogeneous interface,3,"Moore, Johnson and Griffin",381.31,736
317,Reduced multi-state installation,6,Watson and Sons,140.59,92
318,Switchable 3rdgeneration encoding,26,"Bean, Morrison and Walker",303.55,789
319,Organized high-level leverage,26,Cruz-Thompson,288.83,363
320,Inverse zero-defect definition,24,"Mejia, Garrett and Lee",153.47,810
321,Phased 5thgeneration contingency,25,Smith-Barnett,192.72,123
322,Devolved 6thgeneration website,21,Bray LLC,35.57,560
323,Realigned mission-critical hardware,21,Cooper-Murphy,220.94,817
324,Jacket,2,Levi's,264.07,696
325,Horizontal solution-oriented neural-net,3,Mcmillan Group,27.17,556
326,Enterprise-wide bandwidth-monitored toolset,3,"Wood, Smith and Pena",285.01,606
327,Future-proofed well-modulated flexibility,8,"Baker, Cunningham and Diaz",28.33,264
328,Business-focused composite projection,17,Mason Group,20.03,278
329,Advanced reciprocal groupware,10,"Harris, Figueroa and Lopez",107.61,938
330,T-Shirt,27,H&M,350.35,991
331,Jeans,2,Adidas,409.5,435
332,Headphones Pro,18,Sony,5.79,804
333,Fundamental dynamic strategy,10,"Copeland, Gallegos and Guzman",133.26,789
334,Dress,13,Nike,360.6,296
335,Streamlined background database,25,Hodges-Huang,237.77,61
336,T-Shirt,2,H&M,74.53,194
337,Profit-focused homogeneous Internet solution,20,Pierce-King,363.96,49
338,Fully-configurable 24/7 website,22,Roy and Sons,251.22,906
339,Reactive scalable structure,25,Neal-Gibson,186.83,739
340,Jeans,13,Levi's,182.13,981
341,Decentralized scalable Graphical User Interface,3,Burns-Roberts,442.0,536
342,Reverse-engineered actuating archive,9,Black-Graham,413.07,414
343,Headphones Pro,1,Samsung,416.41,723
344,Dress,23,Levi's,137.89,160
345,Upgradable discrete orchestration,17,"Nelson, Martin and Berger",24.61,834
346,Polarized secondary definition,24,Lang Ltd,85.08,246
347,Jeans,2,Levi's,384.48,356
348,Decentralized regional policy,8,Alexander LLC,406.92,232
349,Reverse-engineered 24hour utilization,5,Wallace PLC,433.12,40
350,Jacket,13,Adidas,27.52,221
351,Configurable maximized methodology,26,Lynch Inc,492.88,759
352,Synergistic interactive Graphical User Interface,9,Barron LLC,159.53,589
353,Face-to-face cohesive Internet solution,14,"Maldonado, Guzman and Warner",16.34,891
354,Intuitive transitional architecture,16,Williams-Rodriguez,393.31,241
355,Face-to-face content-based analyzer,7,Stevens and Sons,221.26,899
356,Streamlined background knowledge user,28,Harrell-Torres,231.63,245
357,TV,1,Samsung,141.06,488
358,Synchronized maximized flexibility,24,"Roberts, Wood and Davis",43.44,13
359,TV Max,11,Samsung,340.4,580
360,Grass-roots attitude-oriented installation,25,Martinez-Johnson,228.41,172
361,Organized web-enabled time-frame,22,"Brown, Mckay and Frye",286.22,734
362,Function-based mobile product,10,Carson Group,188.0,267
363,Streamlined hybrid initiative,26,Thomas Inc,354.6,938
364,Jeans,27,Levi's,165.07,494
365,Reduced impactful instruction set,16,Young-Johnson,407.73,853
366,Quality-focused incremental encryption,28,Campbell Inc,41.27,502
367,Virtual executive leverage,26,Wolfe-Flores,221.13,301
368,Upgradable exuding archive,4,Hernandez-Lewis,8.76,157
369,User-friendly zero administration strategy,28,Dean-Hernandez,495.01,134
370,Persistent eco-centric analyzer,16,"Weaver, Kim and Ibarra",309.89,244
371,Jacket,23,Levi's,492.1,927
372,Phased empowering projection,21,"Clarke, Reed and Dean",139.59,85
373,TV Max,18,Samsung,127.24,341
374,Face-to-face zero-defect toolset,6,Beck-Wade,361.7,674
375,Mandatory reciprocal portal,16,Hale-Barber,294.24,62
376,Dress,23,Nike,117.75,511
377,Jacket,13,Nike,413.69,106
378,Team-oriented grid-enabled protocol,17,Rivera Inc,39.18,221
379,Progressive content-based extranet,6,Harris-Suarez,35.42,450
380,Smartphone Pro,11,Sony,141.83,602
381,Centralized incremental budgetary management,15,Hernandez Group,230.48,110
382,Public-key zero-defect attitude,26,Carpenter Inc,140.86,449
383,T-Shirt,27,Adidas,198.61,382
384,Customizable client-driven project,20,Weaver and Sons,427.61,60
385,Self-enabling composite open architecture,6,"Anderson, Santiago and Martinez",178.84,32
386,Jeans,13,Nike,488.6,434
387,Virtual secondary synergy,5,"Brown, Kelly and Hatfield",130.65,728
388,Networked regional knowledge user,26,Jackson-Mayer,424.68,307
389,Organic optimizing array,8,Jackson Group,320.06,951
390,T-Shirt,13,H&M,298.15,892
391,Quality-focused user-facing pricing structure,8,"Robinson, Diaz and Mcclure",144.19,8
392,Re-contextualized solution-oriented middleware,21,Turner and Sons,231.48,462
393,Decentralized cohesive architecture,16,"Smith, Trujillo and Johnson",77.26,56
394,Assimilated scalable concept,24,"Cook, Glover and Hall",447.62,918
395,Distributed bi-directional encryption,10,Madden LLC,462.56,381
396,Robust hybrid pricing structure,24,"Watts, Moody and Martinez",236.88,338
397,Stand-alone exuding adapter,17,Winters Inc,218.94,826
398,Multi-lateral full-range middleware,22,"Harris, Armstrong and Shaw",210.81,536
399,Smartphone,1,Sony,298.27,674
400,Ameliorated interactive portal,22,Reed Ltd,53.47,246
401,User-friendly motivating framework,14,Brooks-Robbins,163.54,893
402,Distributed analyzing benchmark,10,"Graves, Velazquez and Davis",235.72,836
403,Digitized regional emulation,7,"Berg, Davis and Forbes",171.28,866
404,Right-sized systemic projection,5,Nichols-Bishop,308.33,40
405,Universal bandwidth-monitored software,7,"Hendricks, Wright and Silva",202.9,931
406,Automated background product,25,Ross-Garcia,438.13,613
407,Devolved optimal methodology,7,Garcia Inc,85.01,745
408,Monitored web-enabled complexity,24,"Burnett, Warner and Mullins",47.29,71
409,Extended national infrastructure,14,Berg-Smith,304.13,119
410,Distributed object-oriented matrices,14,Walker-Mccoy,169.15,342
411,Headphones,1,Samsung,281.22,83
412,Quality-focused even-keeled protocol,15,Green LLC,304.97,50
413,Distributed systemic challenge,26,Smith-Martinez,243.37,915
414,Innovative grid-enabled product,14,"Barker, Castro and Duarte",349.34,932
415,Automated multi-tasking software,3,Johnson-Tran,100.43,263
416,Down-sized impactful collaboration,17,"Bowman, Perez and Chandler",64.14,768
417,Persistent full-range Local Area Network,4,"Small, Morrison and Valencia",136.78,596
418,T-Shirt,2,Levi's,296.48,461
419,Switchable system-worthy parallelism,25,"Delgado, Griffin and Thornton",479.27,881
420,Automated systemic groupware,19,Aguilar and Sons,119.2,794
421,Down-sized holistic interface,7,Zimmerman-Hayes,345.48,907
422,Object-based uniform definition,21,Ward Ltd,462.5,827
423,Triple-buffered mission-critical service-desk,24,Butler Group,113.09,671
424,Sharable holistic algorithm,8,Hart-Barnett,6.17,459
425,TV Ultra,12,Samsung,272.9,29
426,Reduced intangible throughput,28,Armstrong-Roy,79.38,494
427,Robust well-modulated infrastructure,22,"Hall, Washington and Johnson",445.27,129
428,Smartphone Pro,1,LG,112.11,736
429,Networked human-resource productivity,5,Green-Keller,410.63,299
430,Function-based logistical paradigm,15,Wiley-Miller,68.36,919
431,Upgradable optimizing instruction set,8,King-Marshall,195.42,227
432,Fundamental transitional contingency,10,Lopez Inc,276.93,684
433,Exclusive asynchronous application,7,"Arnold, Jacobs and Robinson",262.12,545
434,Jacket,23,Levi's,118.64,118
435,Diverse upward-trending workforce,22,"Weaver, Pearson and White",257.82,118
436,Multi-channeled composite access,10,"Paul, Bates and Brown",167.07,722
437,Jacket,13,Levi's,324.19,926
438,Optional systemic portal,10,Moore-Barr,139.24,336
439,Phased real-time database,24,Melendez-Stanton,410.65,731
440,Assimilated zero-defect utilization,25,"Potter, Reynolds and Hill",124.15,932
441,Robust interactive infrastructure,24,"Nixon, Spencer and Kennedy",321.74,529
442,T-Shirt,23,Levi's,330.23,777
443,Managed foreground superstructure,4,Hinton-Malone,231.41,968
444,Horizontal tangible algorithm,15,"Thomas, Bowman and Murphy",296.19,287
445,Jeans,2,H&M,180.23,67
446,TV,11,LG,350.79,916
447,Open-source mission-critical knowledgebase,14,Bowman-Caldwell,490.6,532
448,Persistent context-sensitive collaboration,24,"Brown, Barber and Velasquez",308.45,741
449,User-friendly interactive benchmark,14,Wang Group,489.02,327
450,Jeans,13,Adidas,199.59,675
451,Assimilated composite standardization,19,"Cabrera, Wright and Thomas",277.23,488
452,TV,12,LG,376.85,514
453,Smartphone Pro,11,LG,188.1,305
454,Compatible zero administration groupware,17,"Harrell, Hebert and Holt",152.9,80
455,Horizontal local circuit,15,Wall-Harvey,260.13,660
456,Headphones Max,12,Sony,137.49,386
457,Ergonomic directional neural-net,17,Johnson Group,275.3,727
458,Public-key impactful data-warehouse,6,"Newman, Bowman and Campbell",59.09,5
459,Headphones Max,12,Sony,465.93,426
460,Self-enabling zero-defect Internet solution,10,Robertson-Jimenez,374.2,980
461,Jeans,2,Adidas,440.66,201
462,Horizontal eco-centric superstructure,17,Pitts-Franco,158.96,675
463,Reduced contextually-based data-warehouse,20,Garcia Ltd,307.9,233
464,Balanced actuating core,20,"Holland, Collins and Goodman",186.99,831
465,Organized context-sensitive Graphic Interface,26,Wilson and Sons,314.47,470
466,Distributed intangible archive,3,Garza and Sons,166.12,379
467,User-centric solution-oriented infrastructure,19,Oneal-Adams,124.59,585
